dato,skole,elevdag,laererdag,sfodag,kommentar
2016-11-28,Hinna skole,Ja,Ja,Nei,
2016-11-29,Hinna skole,Ja,Ja,Nei,
2016-11-30,Hinna skole,Ja,Ja,Nei,
2016-12-01,Hinna skole,Ja,Ja,Nei,
2016-12-02,Hinna skole,Ja,Ja,Nei,
2016-12-03,Hinna skole,Nei,Nei,Nei,Lørdag
2016-12-04,Hinna skole,Nei,Nei,Nei,Søndag
2016-12-05,Hinna skole,Ja,Ja,Nei,
2016-12-06,Hinna skole,Ja,Ja,Nei,
2016-12-07,Hinna skole,Ja,Ja,Nei,
2016-12-08,Hinna skole,Ja,Ja,Nei,
2016-12-09,Hinna skole,Ja,Ja,Nei,
2016-12-10,Hinna skole,Nei,Nei,Nei,Lørdag
2016-12-11,Hinna skole,Nei,Nei,Nei,Søndag
2016-12-12,Hinna skole,Ja,Ja,Nei,
2016-12-13,Hinna skole,Ja,Ja,Nei,
2016-12-14,Hinna skole,Ja,Ja,Nei,
2016-12-15,Hinna skole,Ja,Ja,Nei,
2016-12-16,Hinna skole,Ja,Ja,Nei,
2016-12-17,Hinna skole,Nei,Nei,Nei,Lørdag
2016-12-18,Hinna skole,Nei,Nei,Nei,Søndag
2016-12-19,Hinna skole,Ja,Ja,Nei,
2016-12-20,Hinna skole,Ja,Ja,Nei,
2016-12-21,Hinna skole,Ja,Ja,Nei,
2016-12-22,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-23,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-24,Hinna skole,Nei,Nei,Nei,Lørdag
2016-12-25,Hinna skole,Nei,Nei,Nei,1. juledag
2016-12-26,Hinna skole,Nei,Nei,Nei,2. juledag
2016-12-27,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-28,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-29,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-30,Hinna skole,Nei,Nei,Nei,Juleferie
2016-12-31,Hinna skole,Nei,Nei,Nei,Lørdag
2017-01-01,Hinna skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Hinna skole,Nei,Ja,Nei,Planleggingsdag
2017-01-03,Hinna skole,Ja,Ja,Nei,
2017-01-04,Hinna skole,Ja,Ja,Nei,
2017-01-05,Hinna skole,Ja,Ja,Nei,
2017-01-06,Hinna skole,Ja,Ja,Nei,
2017-01-07,Hinna skole,Nei,Nei,Nei,Lørdag
2017-01-08,Hinna skole,Nei,Nei,Nei,Søndag
2017-01-09,Hinna skole,Ja,Ja,Nei,
2017-01-10,Hinna skole,Ja,Ja,Nei,
2017-01-11,Hinna skole,Ja,Ja,Nei,
2017-01-12,Hinna skole,Ja,Ja,Nei,
2017-01-13,Hinna skole,Ja,Ja,Nei,
2017-01-14,Hinna skole,Nei,Nei,Nei,Lørdag
2017-01-15,Hinna skole,Nei,Nei,Nei,Søndag
2017-01-16,Hinna skole,Ja,Ja,Nei,
2017-01-17,Hinna skole,Ja,Ja,Nei,
2017-01-18,Hinna skole,Ja,Ja,Nei,
2017-01-19,Hinna skole,Ja,Ja,Nei,
2017-01-20,Hinna skole,Ja,Ja,Nei,
2017-01-21,Hinna skole,Nei,Nei,Nei,Lørdag
2017-01-22,Hinna skole,Nei,Nei,Nei,Søndag
2017-01-23,Hinna skole,Ja,Ja,Nei,
2017-01-24,Hinna skole,Ja,Ja,Nei,
2017-01-25,Hinna skole,Ja,Ja,Nei,
2017-01-26,Hinna skole,Ja,Ja,Nei,
2017-01-27,Hinna skole,Ja,Ja,Nei,
2017-01-28,Hinna skole,Nei,Nei,Nei,Lørdag
2017-01-29,Hinna skole,Nei,Nei,Nei,Søndag
2017-01-30,Hinna skole,Ja,Ja,Nei,
2017-01-31,Hinna skole,Ja,Ja,Nei,
2017-02-01,Hinna skole,Ja,Ja,Nei,
2017-02-02,Hinna skole,Ja,Ja,Nei,
2017-02-03,Hinna skole,Ja,Ja,Nei,
2017-02-04,Hinna skole,Nei,Nei,Nei,Lørdag
2017-02-05,Hinna skole,Nei,Nei,Nei,Søndag
2017-02-06,Hinna skole,Ja,Ja,Nei,
2017-02-07,Hinna skole,Ja,Ja,Nei,
2017-02-08,Hinna skole,Ja,Ja,Nei,
2017-02-09,Hinna skole,Ja,Ja,Nei,
2017-02-10,Hinna skole,Ja,Ja,Nei,
2017-02-11,Hinna skole,Nei,Nei,Nei,Lørdag
2017-02-12,Hinna skole,Nei,Nei,Nei,Søndag
2017-02-13,Hinna skole,Ja,Ja,Nei,
2017-02-14,Hinna skole,Ja,Ja,Nei,
2017-02-15,Hinna skole,Ja,Ja,Nei,
2017-02-16,Hinna skole,Ja,Ja,Nei,
2017-02-17,Hinna skole,Ja,Ja,Nei,
2017-02-18,Hinna skole,Nei,Nei,Nei,Lørdag
2017-02-19,Hinna skole,Nei,Nei,Nei,Søndag
2017-02-20,Hinna skole,Ja,Ja,Nei,
2017-02-21,Hinna skole,Ja,Ja,Nei,
2017-02-22,Hinna skole,Ja,Ja,Nei,
2017-02-23,Hinna skole,Ja,Ja,Nei,
2017-02-24,Hinna skole,Ja,Ja,Nei,
2017-02-25,Hinna skole,Nei,Nei,Nei,Lørdag
2017-02-26,Hinna skole,Nei,Nei,Nei,Søndag
2017-02-27,Hinna skole,Nei,Nei,Nei,Vinterferie
2017-02-28,Hinna skole,Nei,Nei,Nei,Vinterferie
2017-03-01,Hinna skole,Nei,Nei,Nei,Vinterferie
2017-03-02,Hinna skole,Nei,Nei,Nei,Vinterferie
2017-03-03,Hinna skole,Nei,Nei,Nei,Vinterferie
2017-03-04,Hinna skole,Nei,Nei,Nei,Lørdag
2017-03-05,Hinna skole,Nei,Nei,Nei,Søndag
2017-03-06,Hinna skole,Ja,Ja,Nei,
2017-03-07,Hinna skole,Ja,Ja,Nei,
2017-03-08,Hinna skole,Ja,Ja,Nei,
2017-03-09,Hinna skole,Ja,Ja,Nei,
2017-03-10,Hinna skole,Ja,Ja,Nei,
2017-03-11,Hinna skole,Nei,Nei,Nei,Lørdag
2017-03-12,Hinna skole,Nei,Nei,Nei,Søndag
2017-03-13,Hinna skole,Ja,Ja,Nei,
2017-03-14,Hinna skole,Ja,Ja,Nei,
2017-03-15,Hinna skole,Ja,Ja,Nei,
2017-03-16,Hinna skole,Ja,Ja,Nei,
2017-03-17,Hinna skole,Ja,Ja,Nei,
2017-03-18,Hinna skole,Nei,Nei,Nei,Lørdag
2017-03-19,Hinna skole,Nei,Nei,Nei,Søndag
2017-03-20,Hinna skole,Ja,Ja,Nei,
2017-03-21,Hinna skole,Ja,Ja,Nei,
2017-03-22,Hinna skole,Ja,Ja,Nei,
2017-03-23,Hinna skole,Ja,Ja,Nei,
2017-03-24,Hinna skole,Ja,Ja,Nei,
2017-03-25,Hinna skole,Nei,Nei,Nei,Lørdag
2017-03-26,Hinna skole,Nei,Nei,Nei,Søndag
2017-03-27,Hinna skole,Ja,Ja,Nei,
2017-03-28,Hinna skole,Ja,Ja,Nei,
2017-03-29,Hinna skole,Ja,Ja,Nei,
2017-03-30,Hinna skole,Ja,Ja,Nei,
2017-03-31,Hinna skole,Ja,Ja,Nei,
2017-04-01,Hinna skole,Nei,Nei,Nei,Lørdag
2017-04-02,Hinna skole,Nei,Nei,Nei,Søndag
2017-04-03,Hinna skole,Ja,Ja,Nei,
2017-04-04,Hinna skole,Ja,Ja,Nei,
2017-04-05,Hinna skole,Ja,Ja,Nei,
2017-04-06,Hinna skole,Ja,Ja,Nei,
2017-04-07,Hinna skole,Ja,Ja,Nei,
2017-04-08,Hinna skole,Nei,Nei,Nei,Lørdag
2017-04-09,Hinna skole,Nei,Nei,Nei,Palmesøndag
2017-04-10,Hinna skole,Nei,Nei,Nei,Påskeferie
2017-04-11,Hinna skole,Nei,Nei,Nei,Påskeferie
2017-04-12,Hinna skole,Nei,Nei,Nei,Påskeferie
2017-04-13,Hinna skole,Nei,Nei,Nei,Skjærtorsdag
2017-04-14,Hinna skole,Nei,Nei,Nei,Langfredag
2017-04-15,Hinna skole,Nei,Nei,Nei,Lørdag
2017-04-16,Hinna skole,Nei,Nei,Nei,1. påskedag
2017-04-17,Hinna skole,Nei,Nei,Nei,2. påskedag
2017-04-18,Hinna skole,Ja,Ja,Nei,
2017-04-19,Hinna skole,Ja,Ja,Nei,
2017-04-20,Hinna skole,Ja,Ja,Nei,
2017-04-21,Hinna skole,Ja,Ja,Nei,
2017-04-22,Hinna skole,Nei,Nei,Nei,Lørdag
2017-04-23,Hinna skole,Nei,Nei,Nei,Søndag
2017-04-24,Hinna skole,Ja,Ja,Nei,
2017-04-25,Hinna skole,Ja,Ja,Nei,
2017-04-26,Hinna skole,Ja,Ja,Nei,
2017-04-27,Hinna skole,Ja,Ja,Nei,
2017-04-28,Hinna skole,Ja,Ja,Nei,
2017-04-29,Hinna skole,Nei,Nei,Nei,Lørdag
2017-04-30,Hinna skole,Nei,Nei,Nei,Søndag
2017-05-01,Hinna skole,Nei,Nei,Nei,Off. Høytidsdag
2017-05-02,Hinna skole,Ja,Ja,Nei,
2017-05-03,Hinna skole,Ja,Ja,Nei,
2017-05-04,Hinna skole,Ja,Ja,Nei,
2017-05-05,Hinna skole,Ja,Ja,Nei,
2017-05-06,Hinna skole,Nei,Nei,Nei,Lørdag
2017-05-07,Hinna skole,Nei,Nei,Nei,Søndag
2017-05-08,Hinna skole,Ja,Ja,Nei,
2017-05-09,Hinna skole,Ja,Ja,Nei,
2017-05-10,Hinna skole,Ja,Ja,Nei,
2017-05-11,Hinna skole,Ja,Ja,Nei,
2017-05-12,Hinna skole,Ja,Ja,Nei,
2017-05-13,Hinna skole,Nei,Nei,Nei,Lørdag
2017-05-14,Hinna skole,Nei,Nei,Nei,Søndag
2017-05-15,Hinna skole,Ja,Ja,Nei,
2017-05-16,Hinna skole,Ja,Ja,Nei,
2017-05-17,Hinna skole,Nei,Nei,Nei,Grunnlovsdag
2017-05-18,Hinna skole,Ja,Ja,Nei,
2017-05-19,Hinna skole,Ja,Ja,Nei,
2017-05-20,Hinna skole,Nei,Nei,Nei,Lørdag
2017-05-21,Hinna skole,Nei,Nei,Nei,Søndag
2017-05-22,Hinna skole,Ja,Ja,Nei,
2017-05-23,Hinna skole,Ja,Ja,Nei,
2017-05-24,Hinna skole,Ja,Ja,Nei,
2017-05-25,Hinna skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Hinna skole,Nei,Nei,Nei,fridag
2017-05-27,Hinna skole,Nei,Nei,Nei,Lørdag
2017-05-28,Hinna skole,Nei,Nei,Nei,Søndag
2017-05-29,Hinna skole,Ja,Ja,Nei,
2017-05-30,Hinna skole,Ja,Ja,Nei,
2017-05-31,Hinna skole,Ja,Ja,Nei,
2017-06-01,Hinna skole,Ja,Ja,Nei,
2017-06-02,Hinna skole,Ja,Ja,Nei,
2017-06-03,Hinna skole,Nei,Nei,Nei,Lørdag
2017-06-04,Hinna skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Hinna skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Hinna skole,Ja,Ja,Nei,
2017-06-07,Hinna skole,Ja,Ja,Nei,
2017-06-08,Hinna skole,Ja,Ja,Nei,
2017-06-09,Hinna skole,Ja,Ja,Nei,
2017-06-10,Hinna skole,Nei,Nei,Nei,Lørdag
2017-06-11,Hinna skole,Nei,Nei,Nei,Søndag
2017-06-12,Hinna skole,Ja,Ja,Nei,
2017-06-13,Hinna skole,Ja,Ja,Nei,
2017-06-14,Hinna skole,Ja,Ja,Nei,
2017-06-15,Hinna skole,Ja,Ja,Nei,
2017-06-16,Hinna skole,Ja,Ja,Nei,
2017-06-17,Hinna skole,Nei,Nei,Nei,Lørdag
2017-06-18,Hinna skole,Nei,Nei,Nei,Søndag
2017-06-19,Hinna skole,Ja,Ja,Nei,
2017-06-20,Hinna skole,Ja,Ja,Nei,
2017-06-21,Hinna skole,Ja,Ja,Nei,siste skoledag
2017-06-22,Hinna skole,Nei,Nei,Nei,
2017-06-23,Hinna skole,Nei,Nei,Nei,
2017-06-24,Hinna skole,Nei,Nei,Nei,Lørdag
2017-06-25,Hinna skole,Nei,Nei,Nei,Søndag
2017-06-26,Hinna skole,Nei,Nei,Nei,
2017-06-27,Hinna skole,Nei,Nei,Nei,
2017-06-28,Hinna skole,Nei,Nei,Nei,
2017-06-29,Hinna skole,Nei,Nei,Nei,
2017-06-30,Hinna skole,Nei,Nei,Nei,
2017-07-01,Hinna skole,Nei,Nei,Nei,Lørdag
2017-07-02,Hinna skole,Nei,Nei,Nei,Søndag
2017-07-03,Hinna skole,Nei,Nei,Nei,
2017-07-04,Hinna skole,Nei,Nei,Nei,
2017-07-05,Hinna skole,Nei,Nei,Nei,
2017-07-06,Hinna skole,Nei,Nei,Nei,
2017-07-07,Hinna skole,Nei,Nei,Nei,
2017-07-08,Hinna skole,Nei,Nei,Nei,Lørdag
2017-07-09,Hinna skole,Nei,Nei,Nei,Søndag
2017-07-10,Hinna skole,Nei,Nei,Nei,
2017-07-11,Hinna skole,Nei,Nei,Nei,
2017-07-12,Hinna skole,Nei,Nei,Nei,
2017-07-13,Hinna skole,Nei,Nei,Nei,
2017-07-14,Hinna skole,Nei,Nei,Nei,
2017-07-15,Hinna skole,Nei,Nei,Nei,Lørdag
2017-07-16,Hinna skole,Nei,Nei,Nei,Søndag
2017-07-17,Hinna skole,Nei,Nei,Nei,
2017-07-18,Hinna skole,Nei,Nei,Nei,
2017-07-19,Hinna skole,Nei,Nei,Nei,
2017-07-20,Hinna skole,Nei,Nei,Nei,
2017-07-21,Hinna skole,Nei,Nei,Nei,
2017-07-22,Hinna skole,Nei,Nei,Nei,Lørdag
2017-07-23,Hinna skole,Nei,Nei,Nei,Søndag
2017-07-24,Hinna skole,Nei,Nei,Nei,
2017-07-25,Hinna skole,Nei,Nei,Nei,
2017-07-26,Hinna skole,Nei,Nei,Nei,
2017-07-27,Hinna skole,Nei,Nei,Nei,
2017-07-28,Hinna skole,Nei,Nei,Nei,
2017-07-29,Hinna skole,Nei,Nei,Nei,Lørdag
2017-07-30,Hinna skole,Nei,Nei,Nei,Søndag
2017-07-31,Hinna skole,Nei,Nei,Nei,
2016-08-01,Hundvåg skole,Nei,Nei,Nei,Planleggingsdag
2016-08-02,Hundvåg skole,Nei,Nei,Ja,første dag - sfo
2016-08-03,Hundvåg skole,Nei,Nei,Ja,
2016-08-04,Hundvåg skole,Nei,Nei,Ja,
2016-08-05,Hundvåg skole,Nei,Nei,Ja,
2016-08-06,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-08-07,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-08-08,Hundvåg skole,Nei,Nei,Ja,
2016-08-09,Hundvåg skole,Nei,Nei,Ja,
2016-08-10,Hundvåg skole,Nei,Nei,Ja,
2016-08-11,Hundvåg skole,Nei,Nei,Ja,
2016-08-12,Hundvåg skole,Nei,Nei,Ja,
2016-08-13,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-08-14,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-08-15,Hundvåg skole,Nei,Ja,Nei,Planleggingsdag
2016-08-16,Hundvåg skole,Nei,Ja,Nei,Planleggingsdag
2016-08-17,Hundvåg skole,Nei,Ja,Ja,Planleggingsdag
2016-08-18,Hundvåg skole,Ja,Ja,Ja,første skoledag
2016-08-19,Hundvåg skole,Ja,Ja,Ja,
2016-08-20,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-08-21,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-08-22,Hundvåg skole,Ja,Ja,Ja,
2016-08-23,Hundvåg skole,Ja,Ja,Ja,
2016-08-24,Hundvåg skole,Ja,Ja,Ja,
2016-08-25,Hundvåg skole,Ja,Ja,Ja,
2016-08-26,Hundvåg skole,Ja,Ja,Ja,
2016-08-27,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-08-28,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-08-29,Hundvåg skole,Ja,Ja,Ja,
2016-08-30,Hundvåg skole,Ja,Ja,Ja,
2016-08-31,Hundvåg skole,Ja,Ja,Ja,
2016-09-01,Hundvåg skole,Ja,Ja,Ja,
2016-09-02,Hundvåg skole,Ja,Ja,Ja,
2016-09-03,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-09-04,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-09-05,Hundvåg skole,Ja,Ja,Ja,
2016-09-06,Hundvåg skole,Ja,Ja,Ja,
2016-09-07,Hundvåg skole,Ja,Ja,Ja,
2016-09-08,Hundvåg skole,Ja,Ja,Ja,
2016-09-09,Hundvåg skole,Ja,Ja,Ja,
2016-09-10,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-09-11,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-09-12,Hundvåg skole,Ja,Ja,Ja,
2016-09-13,Hundvåg skole,Ja,Ja,Ja,
2016-09-14,Hundvåg skole,Ja,Ja,Ja,
2016-09-15,Hundvåg skole,Ja,Ja,Ja,
2016-09-16,Hundvåg skole,Ja,Ja,Ja,
2016-09-17,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-09-18,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-09-19,Hundvåg skole,Ja,Ja,Ja,
2016-09-20,Hundvåg skole,Ja,Ja,Ja,
2016-09-21,Hundvåg skole,Ja,Ja,Ja,
2016-09-22,Hundvåg skole,Ja,Ja,Ja,
2016-09-23,Hundvåg skole,Ja,Ja,Ja,
2016-09-24,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-09-25,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-09-26,Hundvåg skole,Ja,Ja,Ja,
2016-09-27,Hundvåg skole,Ja,Ja,Ja,
2016-09-28,Hundvåg skole,Ja,Ja,Ja,
2016-09-29,Hundvåg skole,Ja,Ja,Ja,
2016-09-30,Hundvåg skole,Ja,Ja,Ja,
2016-10-01,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-10-02,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-10-03,Hundvåg skole,Ja,Ja,Ja,
2016-10-04,Hundvåg skole,Ja,Ja,Ja,
2016-10-05,Hundvåg skole,Ja,Ja,Ja,
2016-10-06,Hundvåg skole,Ja,Ja,Ja,
2016-10-07,Hundvåg skole,Ja,Ja,Ja,
2016-10-08,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-10-09,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-10-10,Hundvåg skole,Nei,Nei,Ja,Høstferie
2016-10-11,Hundvåg skole,Nei,Nei,Ja,Høstferie
2016-10-12,Hundvåg skole,Nei,Nei,Ja,Høstferie
2016-10-13,Hundvåg skole,Nei,Nei,Ja,Høstferie
2016-10-14,Hundvåg skole,Nei,Nei,Ja,Høstferie
2016-10-15,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-10-16,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-10-17,Hundvåg skole,Ja,Ja,Ja,
2016-10-18,Hundvåg skole,Ja,Ja,Ja,
2016-10-19,Hundvåg skole,Ja,Ja,Ja,
2016-10-20,Hundvåg skole,Ja,Ja,Ja,
2016-10-21,Hundvåg skole,Ja,Ja,Ja,
2016-10-22,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-10-23,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-10-24,Hundvåg skole,Ja,Ja,Ja,
2016-10-25,Hundvåg skole,Ja,Ja,Ja,
2016-10-26,Hundvåg skole,Ja,Ja,Ja,
2016-10-27,Hundvåg skole,Ja,Ja,Ja,
2016-10-28,Hundvåg skole,Ja,Ja,Ja,
2016-10-29,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-10-30,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-10-31,Hundvåg skole,Ja,Ja,Ja,
2016-11-01,Hundvåg skole,Ja,Ja,Ja,
2016-11-02,Hundvåg skole,Ja,Ja,Ja,
2016-11-03,Hundvåg skole,Ja,Ja,Ja,
2016-11-04,Hundvåg skole,Ja,Ja,Ja,
2016-11-05,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-11-06,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-11-07,Hundvåg skole,Ja,Ja,Ja,
2016-11-08,Hundvåg skole,Ja,Ja,Ja,
2016-11-09,Hundvåg skole,Ja,Ja,Ja,
2016-11-10,Hundvåg skole,Ja,Ja,Ja,
2016-11-11,Hundvåg skole,Ja,Ja,Ja,
2016-11-12,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-11-13,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-11-14,Hundvåg skole,Ja,Ja,Ja,
2016-11-15,Hundvåg skole,Ja,Ja,Ja,
2016-11-16,Hundvåg skole,Ja,Ja,Ja,
2016-11-17,Hundvåg skole,Ja,Ja,Ja,
2016-11-18,Hundvåg skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-11-20,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-11-21,Hundvåg skole,Ja,Ja,Ja,
2016-11-22,Hundvåg skole,Ja,Ja,Ja,
2016-11-23,Hundvåg skole,Ja,Ja,Ja,
2016-11-24,Hundvåg skole,Ja,Ja,Ja,
2016-11-25,Hundvåg skole,Ja,Ja,Ja,
2016-11-26,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-11-27,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-11-28,Hundvåg skole,Ja,Ja,Ja,
2016-11-29,Hundvåg skole,Ja,Ja,Ja,
2016-11-30,Hundvåg skole,Ja,Ja,Ja,
2016-12-01,Hundvåg skole,Ja,Ja,Ja,
2016-12-02,Hundvåg skole,Ja,Ja,Ja,
2016-12-03,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-12-04,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-12-05,Hundvåg skole,Ja,Ja,Ja,
2016-12-06,Hundvåg skole,Ja,Ja,Ja,
2016-12-07,Hundvåg skole,Ja,Ja,Ja,
2016-12-08,Hundvåg skole,Ja,Ja,Ja,
2016-12-09,Hundvåg skole,Ja,Ja,Ja,
2016-12-10,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-12-11,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-12-12,Hundvåg skole,Ja,Ja,Ja,
2016-12-13,Hundvåg skole,Ja,Ja,Ja,
2016-12-14,Hundvåg skole,Ja,Ja,Ja,
2016-12-15,Hundvåg skole,Ja,Ja,Ja,
2016-12-16,Hundvåg skole,Ja,Ja,Ja,
2016-12-17,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-12-18,Hundvåg skole,Nei,Nei,Nei,Søndag
2016-12-19,Hundvåg skole,Ja,Ja,Ja,
2016-12-20,Hundvåg skole,Ja,Ja,Ja,
2016-12-21,Hundvåg skole,Ja,Ja,Ja,
2016-12-22,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-23,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-24,Hundvåg skole,Nei,Nei,Nei,Lørdag
2016-12-25,Hundvåg skole,Nei,Nei,Nei,1. juledag
2016-12-26,Hundvåg skole,Nei,Nei,Nei,2. juledag
2016-12-27,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-28,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-29,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-30,Hundvåg skole,Nei,Nei,Ja,Juleferie
2016-12-31,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-01-01,Hundvåg skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Hundvåg skole,Nei,Nei,Ja,Juleferie
2017-01-03,Hundvåg skole,Ja,Ja,Ja,
2017-01-04,Hundvåg skole,Ja,Ja,Ja,
2017-01-05,Hundvåg skole,Ja,Ja,Ja,
2017-01-06,Hundvåg skole,Ja,Ja,Ja,
2017-01-07,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-01-08,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-01-09,Hundvåg skole,Ja,Ja,Ja,
2017-01-10,Hundvåg skole,Ja,Ja,Ja,
2017-01-11,Hundvåg skole,Ja,Ja,Ja,
2017-01-12,Hundvåg skole,Ja,Ja,Ja,
2017-01-13,Hundvåg skole,Ja,Ja,Ja,
2017-01-14,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-01-15,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-01-16,Hundvåg skole,Ja,Ja,Ja,
2017-01-17,Hundvåg skole,Ja,Ja,Ja,
2017-01-18,Hundvåg skole,Ja,Ja,Ja,
2017-01-19,Hundvåg skole,Ja,Ja,Ja,
2017-01-20,Hundvåg skole,Ja,Ja,Ja,
2017-01-21,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-01-22,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-01-23,Hundvåg skole,Ja,Ja,Ja,
2017-01-24,Hundvåg skole,Ja,Ja,Ja,
2017-01-25,Hundvåg skole,Ja,Ja,Ja,
2017-01-26,Hundvåg skole,Ja,Ja,Ja,
2017-01-27,Hundvåg skole,Ja,Ja,Ja,
2017-01-28,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-01-29,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-01-30,Hundvåg skole,Ja,Ja,Ja,
2017-01-31,Hundvåg skole,Ja,Ja,Ja,
2017-02-01,Hundvåg skole,Ja,Ja,Ja,
2017-02-02,Hundvåg skole,Ja,Ja,Ja,
2017-02-03,Hundvåg skole,Ja,Ja,Ja,
2017-02-04,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-02-05,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-02-06,Hundvåg skole,Ja,Ja,Ja,
2017-02-07,Hundvåg skole,Ja,Ja,Ja,
2017-02-08,Hundvåg skole,Ja,Ja,Ja,
2017-02-09,Hundvåg skole,Ja,Ja,Ja,
2017-02-10,Hundvåg skole,Ja,Ja,Ja,
2017-02-11,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-02-12,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-02-13,Hundvåg skole,Ja,Ja,Ja,
2017-02-14,Hundvåg skole,Ja,Ja,Ja,
2017-02-15,Hundvåg skole,Ja,Ja,Ja,
2017-02-16,Hundvåg skole,Ja,Ja,Ja,
2017-02-17,Hundvåg skole,Ja,Ja,Ja,
2017-02-18,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-02-19,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-02-20,Hundvåg skole,Ja,Ja,Ja,
2017-02-21,Hundvåg skole,Ja,Ja,Ja,
2017-02-22,Hundvåg skole,Ja,Ja,Ja,
2017-02-23,Hundvåg skole,Ja,Ja,Ja,
2017-02-24,Hundvåg skole,Ja,Ja,Ja,
2017-02-25,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-02-26,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-02-27,Hundvåg skole,Nei,Nei,Ja,Vinterferie
2017-02-28,Hundvåg skole,Nei,Nei,Ja,Vinterferie
2017-03-01,Hundvåg skole,Nei,Nei,Ja,Vinterferie
2017-03-02,Hundvåg skole,Nei,Nei,Ja,Vinterferie
2017-03-03,Hundvåg skole,Nei,Nei,Ja,Vinterferie
2017-03-04,Hundvåg skole,Nei,Nei,Nei,Lørdag
2017-03-05,Hundvåg skole,Nei,Nei,Nei,Søndag
2017-03-06,Hundvåg skole,Ja,Ja,Ja,
2017-03-07,Hundvåg skole,Ja,Ja,Ja,
2017-03-08,Hundvåg skole,Ja,Ja,Ja,
2017-03-09,Hundvåg skole,Ja,Ja,Ja,
